ID,AGE_GROUP,CHURNRISK,GENDER,STATUS,CHILDREN,ESTINCOME,HOMEOWNER,AGE,TAXID,CREDITCARD,DOB,ADDRESS_1,ADDRESS_2,CITY,STATE,ZIP,ZIP4,LONGITUDE,LATITUDE,TOTALDOLLARVALUETRADED,TOTALUNITSTRADED,LARGESTSINGLETRANSACTION,SMALLESTSINGLETRANSACTION,PERCENTCHANGECALCULATION,DAYSSINCELASTLOGIN,DAYSSINCELASTTRADE,NETREALIZEDGAINS_YTD,NETREALIZEDLOSSES_YTD
1490,Child,Medium,M,M,2,78554.2,N,17,935986111,3598149565930382,19020922,82 KELLY DR NE,,POQUOSON,VA,23662,0,,,5590.56,23,1397,139,3.45,3,14,0.0,139.764
1491,Adult,High,F,M,2,38215.9,N,31,335091435,1329929894369140,19211224,412 KEARNY AVE STE A,,BAYTOWN,TX,77521,3629,,,0.0,0,0,0,0.0,0,0,0.0,0.0
1492,Young adult,Low,F,M,1,14085.5,N,19,158923853,6194370974676286,19120822,18 W VINE ST,,GUANICA,PR,653,0,,,29002.9,160,14501,1450,40.0,2,7,1450.145,0.0
1493,Adult,High,F,M,2,49745.3,N,48,181637177,7725165408799821,19580228,4800 OAKSIDE DR,,JACKSONVILLE,FL,32207,4156,,,2840.28,24,710,71,3.6,5,19,0.0,142.014
1494,Child,High,F,M,2,88427.0,N,14,381078787,7157213828128475,19280504,281 EAST ST STE 1,,ASBURY PARK,NJ,7712,5241,-74.01552,40.224028999999994,22462.25,43,11231,1123,10.75,2,8,0.0,1123.1125
1495,Young adult,Medium,F,M,2,98003.7,Y,26,266146988,2132528624769865,19950725,34 ASHLEY ST,,BROOKFIELD,OH,44403,0,,,1030.1,83,257,25,12.45,4,15,0.0,25.7525
1496,Adult,High,M,S,0,89142.7,N,32,804474156,2653852716216331,19270713,UNIT 26129 BOX 201,,MANATI,PR,674,0,,,3760.38,5,940,94,0.75,1,17,0.0,188.019
1497,Adult,Low,F,S,0,74530.8,N,63,200422483,9127194259677321,19770224,PO BOX 7293,,MAHASKA,KS,66955,0,,,20892.09,106,10446,1044,26.5,4,7,1044.6045,0.0
1498,Young adult,Low,F,S,0,32962.6,N,23,109801896,8025017630288302,19891010,1296 W OAK DRIVE CIR,,OXLY,MO,63955,0,,,45004.5,262,22502,2250,65.5,3,6,2250.225,0.0
1499,Adult,High,F,M,2,76289.2,N,48,164839285,3599589603509169,19991123,5776 HOBSON ST NE,,MAPLE,WI,54854,4400,,,22202.22,82,11101,1110,20.5,5,5,0.0,1110.111
1500,Adult,Medium,M,M,1,66931.9,N,64,187263165,3815237694267467,19481026,2186 DREW ST FRNT FRNT,,AGAWAM,MA,1001,0,,,11721.17,5,5860,586,1.25,3,5,0.0,586.0585
1501,Young adult,High,M,M,2,9309.57,Y,25,721125091,8688287883591379,19040608,N5947 STRANGE RD,,HARRISBURG,MO,65256,0,,,8560.86,99,2140,214,14.85,5,16,0.0,428.043
1502,Young adult,High,F,M,1,42000.0,N,24,618569515,5505226752670270,19771109,3801 MAC CV,,NEW YORK,NY,10019,0,-73.990852,40.768196,33003.3,26,16501,1650,6.5,3,8,0.0,1650.165
1503,Young adult,Low,F,S,0,43000.0,N,24,66582855,8316968376300765,19060110,390 W BROADWAY ST,,BUTLER,NJ,7405,0,,,28002.8,154,14001,1400,38.5,3,9,1400.14,0.0
1504,Young adult,High,F,S,0,42000.0,N,23,630212798,1126435954953846,19040715,201 MOUNTAIN TOP ESTATES RD,,SPRINGFIELD,MA,1107,0,-72.614388,42.117783,25772.58,61,12886,1288,15.25,3,6,0.0,1288.629
1505,Young adult,Medium,F,S,2,32098.0,N,22,139948541,5816604670257338,19860522,610 CAMELLIA,,HAVERHILL,MA,1830,0,,,38003.8,35,19001,1900,8.75,4,7,1900.19,0.0
1506,Adult,Low,F,S,0,77726.4,N,57,429105425,5999397164679010,19760511,16885 446TH PL SE,,MELSTONE,MT,59054,0,,,14001.4,9,7000,700,2.25,4,5,700.07,0.0
1507,Young adult,High,F,S,2,35000.0,N,19,196071031,1413207776250361,19970113,318 38TH ST APT 301,,AMITY HARBOR,NY,11701,0,,,39003.9,38,19501,1950,9.5,3,7,0.0,1950.195
1508,Adult,Low,F,S,1,2800.68,N,46,127823961,8340547794826823,19830521,2310 HOLMES ST STE 735,,BELLAIRE,TX,77401,0,,,28452.85,106,14226,1422,26.5,3,8,1422.6425,0.0
1509,Adult,Low,F,M,2,90271.6,N,45,412064456,2296561436024052,19100307,B24 CALLE 1,,WEATHERFORD,TX,76086,0,,,13961.4,96,6980,698,24.0,5,6,698.07,0.0
1510,Adult,Low,F,M,2,64816.6,Y,31,475277551,6768503546220857,19150815,UNIT 21101 BOX 46,,NEW CITY,NY,10956,0,,,21002.1,6,10501,1050,1.5,4,8,1050.105,0.0
1511,Adult,High,F,M,2,98217.1,N,45,960966590,2870399155895987,19360731,7532 PARSONS BLVD APT C1,,BRONX,NY,10472,0,-73.87705600000001,40.832661,29492.95,13,14746,1474,3.25,4,9,0.0,1474.6475
1512,Adult,Medium,F,S,0,15989.3,N,62,113472126,5890417320622293,19781021,RR 1,,ALLSTON,MA,2134,0,-71.135699,42.348696000000004,3670.37,25,917,91,3.75,5,15,0.0,91.75925
1513,Young adult,Medium,M,S,1,84978.1,N,22,156589975,4526125559870260,19200920,8898 BLACK OAK ST,,OWENSBORO,KY,42301,0,-87.1209,37.768869,5030.5,76,1257,125,11.4,2,13,0.0,125.7625
1514,Adult,High,F,M,2,36647.9,N,50,114041989,3131492319904421,19050807,HC 73 BOX 1581,,MOORESTOWN,NJ,8057,0,,,21412.14,85,10706,1070,21.25,5,6,0.0,1070.607
1515,Adult,High,F,S,0,64319.2,N,41,204087386,2539033226465754,19760407,1800 WYRNOZ CT NW,,TURNEY,MO,64493,0,,,3010.3,37,752,75,5.55,3,15,0.0,150.515
1516,Adult,Low,F,S,1,73338.0,N,48,177731658,9025912925932451,19761123,PO BOX 6544,,JERSEY CITY,NJ,7302,0,-74.060873,40.722546,20922.09,9,10461,1046,2.25,4,6,1046.1045,0.0
1517,Adult,High,F,S,0,433.74,N,61,104767565,1167320340752824,19980103,396 MAIN ST STE 2,,PANAMA CITY,FL,32405,0,,,3300.33,40,825,82,6.0,1,15,0.0,165.0165
1518,Adult,High,F,M,2,16962.2,N,45,155353347,7256134701606172,19500127,3331 MIDLANE DR,,ARECIBO,PR,612,0,,,18601.86,8,9300,930,2.0,2,10,0.0,930.093
1519,Young adult,High,M,M,2,10708.3,N,26,314604537,1673503411491102,19740619,PO BOX 1144,,DORCHESTER CENTER,MA,2124,0,-71.06999300000001,42.293634000000004,20832.08,117,10416,1041,29.25,4,8,0.0,1041.604
1520,Young adult,High,F,M,0,2031.61,N,20,410884588,8133347186125714,19990324,22 COUNTY ROAD 1053,,OKLAHOMA CITY,OK,73103,0,,,21642.16,87,10821,1082,21.75,3,5,0.0,1082.108
1521,Adult,Low,F,S,2,16938.5,N,46,342035939,3883784136294504,19831125,1701 WALNUT ST FL 3,,AUSTIN,TX,78745,0,-97.779728,30.200947999999997,13351.34,8,6675,667,2.0,5,10,667.567,0.0
1522,Adult,Medium,F,M,0,55221.0,N,48,348113680,5413270605225177,19380611,32237 PRAIRIE AVE,,ORANGE,TX,77632,0,-93.78567,30.124738,490.05,15,122,12,2.25,4,17,0.0,24.5025
1523,Adult,High,F,M,1,8073.11,N,53,200012312,7879768420745437,19421220,455 9TH ST APT 6C,,CAROLINA,PR,979,0,,,28702.87,60,14351,1435,15.0,1,7,0.0,1435.1435
1524,Adult,Low,M,M,0,95448.6,Y,54,109240615,5211993060740273,19730228,9570 S ORANGE AVE,,FLUSHING,NY,11354,0,-73.83107,40.765756,24242.42,5,12121,1212,1.25,3,5,1212.121,0.0
1525,Child,Medium,M,S,1,24141.5,Y,17,729192467,1581463910295488,19551119,981 E 105TH ST STE 1,,HUNTSVILLE,AL,35806,0,-86.672546,34.785401,28822.88,97,14411,1441,24.25,1,8,0.0,1441.144
1526,Adult,High,M,S,2,63152.6,Y,63,118786467,5382047876413665,19270821,1053 E 4TH ST,,EMERSON,KY,41135,0,,,29932.99,40,14966,1496,10.0,1,10,0.0,1496.6495
1527,Adult,Low,M,S,2,72084.7,N,56,815398217,2956108797836253,19420910,9269 WH BURGES DR,,GARLAND,TX,75041,0,,,29112.91,9,14556,1455,2.25,3,10,1455.6455,0.0
1528,Adult,Low,F,S,0,42760.5,N,62,585933652,7226084444910009,19640220,908 N ELM ST STE 301,,WOODRIDGE,IL,60517,0,,,13471.35,40,6735,673,10.0,2,7,673.5675,0.0
1529,Adult,High,F,S,1,49072.0,N,41,121680543,8742012245979791,19170531,142 NW LK JEFFERY RD,,HUNTSVILLE,AL,35801,0,-86.585312,34.733646,23502.35,10,11751,1175,2.5,2,6,0.0,1175.1175
1530,Adult,Low,F,M,0,27371.8,Y,43,316307424,6384577488526136,19310910,3787 N 5000W RD,,DEVILS LAKE,ND,58301,0,-98.857231,48.110856,16141.61,126,8070,807,31.5,1,7,807.0805,0.0
1531,Adult,Medium,M,M,1,71472.9,N,42,311081661,8080934742131543,19541215,110 MARYLAND AVE NE STE 56,,GARLAND,TX,75045,0,,,16021.6,114,8010,801,28.5,3,6,801.08,0.0
1532,Senior,High,F,M,0,95405.7,N,70,193793052,4061622508793128,19521214,1038 JUDSON ST,,APO,AE,9031,75,,,7740.77,6,1935,193,0.9,2,15,0.0,387.0385
1533,Adult,High,F,S,0,95786.8,Y,58,934876939,2271513980349497,19400824,UNIT 29645 BOX 544768,,ISABELA,PR,662,0,,,21332.13,87,10666,1066,21.75,4,7,0.0,1066.6065
1534,Adult,High,M,S,0,90321.6,N,55,317739946,2857997219334401,19500131,518 HUDSON ST APT B1 # 2578,,OLNEY,TX,76374,0,-98.764874,33.36566,870.09,11,217,21,1.65,5,16,0.0,43.5045
1535,Adult,Low,M,S,0,90478.6,N,55,420659678,1253583793249767,19570629,2288 AUBURN ST S,,GARLAND,TX,75041,0,,,18021.8,136,9010,901,34.0,4,10,901.09,0.0
1536,Adult,Medium,F,M,2,56187.0,N,53,186878706,2211753432439298,19580220,54 LELA AVE,,KEANSBURG,NJ,7734,0,-74.129933,40.442054,8090.81,13,2022,202,1.95,3,17,0.0,404.5405
1537,Young adult,High,F,S,1,38000.0,N,24,746845371,4105147189449295,19260613,9 SUNNYBROOK DR,,AVON,MA,2322,0,,,23562.36,206,11781,1178,51.5,2,7,0.0,1178.118
1538,Young adult,High,M,M,2,53010.8,N,19,233886350,1210987800939395,19540714,909 ENSIGN TRCE APT A,,HUNTSVILLE,AL,35816,0,-86.612626,34.735516,12451.25,46,6225,622,11.5,1,6,0.0,622.5625
1539,Senior,Low,M,M,0,75004.5,N,65,146511832,2932098364006925,19410711,RR 2 BOX 83D2,,MAYAGUEZ,PR,682,0,,,26522.65,32,13261,1326,8.0,2,8,1326.1325,0.0
1540,Adult,Low,M,M,0,19749.3,N,60,115890982,3714501388959704,19670923,6196 N PRESERVATION TRL,,FULTON,NY,13069,0,,,20222.02,13,10111,1011,3.25,2,8,1011.101,0.0
1541,Adult,Medium,M,S,1,57626.9,Y,44,709163901,9180105440375959,19010402,9009 WH BURGES DR,,MADISON,FL,32340,0,,,9380.94,38,2345,234,5.7,5,13,0.0,234.5235
1542,Adult,High,M,M,2,20078.0,N,33,278601263,8965425338346405,19200209,687-865 SYCAMORE WAY,,CENTRALIA,IL,62801,0,-89.129548,38.53375,9650.97,6,2412,241,0.9,4,20,0.0,482.5485
1543,Young adult,High,F,M,2,47902.0,N,26,146147449,1922270390847261,19460715,6078 N DECARLO DR,,LYNN,MA,1902,0,-70.95270500000001,42.46257,17441.74,49,8720,872,12.25,1,5,0.0,872.087
1544,Child,High,M,M,1,7545.96,Y,17,127580010,1171704522209174,19110128,4668 STATE ROUTE 30,,AUSTIN,TX,78723,0,,,22392.24,178,11196,1119,44.5,5,8,0.0,1119.612
1545,Adult,High,M,S,2,89459.9,N,53,141902115,8102342470066327,19561022,4712 MIDVALE AVE N,,GRAND RAPIDS,MI,49506,0,,,11541.15,22,5770,577,5.5,1,9,0.0,577.0575
1546,Young adult,Low,F,S,1,37000.0,N,24,395376625,3498584033415564,19641019,PO BOX 440531,,SALT LAKE CITY,UT,84106,0,,,23562.36,206,11781,1178,51.5,4,7,1178.118,0.0
1547,Young adult,High,M,M,0,9780.66,N,25,190489659,4520028351484346,19291221,3402 SHELLORT ST,,ERIE,PA,16505,0,,,2800.28,11,700,70,1.65,4,17,0.0,140.014
1548,Young adult,High,M,M,2,53010.8,N,19,319213158,6984788217077721,19541026,12 WALTER ST,,GENOA CITY,WI,53128,0,,,12451.25,46,6225,622,11.5,5,9,0.0,622.5625
1549,Senior,Low,M,M,1,75004.5,N,65,159307113,4312196788984425,19451222,2469 SIERRA VISTA RD,,VINELAND,NJ,8360,0,-75.010902,39.485639,26522.65,32,13261,1326,8.0,1,5,1326.1325,0.0
1550,Adult,Low,M,M,0,19749.3,N,60,720174835,1513187682524700,19460608,2446 AVENIDA MADRID ESTE,,CAMBRIDGE,MA,2140,0,-71.13540400000001,42.39358,20222.02,13,10111,1011,3.25,3,7,1011.101,0.0
1551,Adult,High,M,S,1,57626.9,Y,44,730097746,6466362814510507,19960116,28881 OLD NOVI RD,,HUNTSVILLE,AL,35805,0,-86.598233,34.722768,9380.94,38,2345,234,5.7,3,20,0.0,469.047
662,Adult,High,F,M,2,21419.9,N,60,101108191,7668629349696635,19950807,105 W MAIN ST,,BOWMAN,ND,58623,0,,,26392.64,103,13196,1319,25.75,4,8,0.0,1319.632
663,Young adult,Medium,F,M,2,30665.2,Y,23,100508975,5222586323275543,19021121,UNIT 23806 BOX 301,,LEOMINSTER,MA,1453,0,,,5830.58,63,1457,145,9.45,2,12,0.0,145.7645
664,Adult,Medium,F,M,1,68000.0,Y,44,870683531,2813782889382337,19000829,1563 11TH ST NE,,OXFORD,OH,45056,0,,,6080.61,30,1520,152,4.5,5,13,0.0,152.01525
665,Adult,High,F,M,2,50561.3,N,62,172254776,6371850522725688,19600327,2809 E CHERRY ST,,HEBBRONVILLE,TX,78361,0,,,16601.66,113,8300,830,28.25,3,9,0.0,830.083
666,Adult,Low,F,S,2,23464.0,Y,55,715955005,5990623447087784,19250206,7035 W UNIVERSITY AVE,,YAUCO,PR,698,0,,,22432.24,41,11216,1121,10.25,5,8,1121.612,0.0
667,Adult,High,F,M,2,194.57,N,41,207365583,5372346120131298,19961112,12230 STATE ROUTE 160 # 11286,,ENTERPRISE,AL,36330,0,-85.844511,31.306033000000003,28262.83,38,14131,1413,9.5,3,7,0.0,1413.1415
668,Adult,Low,F,M,1,98680.4,Y,62,811774810,2499805669729701,19910507,3329 8TH ST NE STE 1,,SEATTLE,WA,98119,0,-122.361405,47.626026,17581.76,8,8790,879,2.0,2,7,879.088,0.0
669,Adult,High,M,M,0,65619.7,Y,46,189902639,4589697779190636,19120103,17728 OAK PARK AVE STE A,,PHOENIX,AZ,85020,0,,,13561.36,144,6780,678,36.0,3,10,0.0,678.068
670,Adult,Medium,F,M,1,95620.3,Y,41,949724225,5666357317891801,19310930,28 N MAIN ST,,DALLAS,TX,75206,4129,,,10911.09,93,5455,545,23.25,1,6,0.0,545.5545
671,Senior,Low,F,D,1,85275.0,N,70,150697933,3265272854018451,19110602,UNIT 26124 BOX 976,,DADEVILLE,AL,36853,5252,-85.764394,32.841567,22482.25,151,11241,1124,37.75,3,6,1124.1125,0.0
672,Adult,Low,F,M,1,66921.4,Y,61,199037621,6724615255353398,19771226,14108 E WILDERNESS RD,,KENOSHA,WI,53144,0,,,15701.57,8,7850,785,2.0,2,7,785.0785,0.0
673,Adult,High,F,M,1,98453.6,Y,55,142732181,4659726800380612,19970910,76 EASTON ST APT 1,,EDGEWOOD,TX,75117,0,-95.883782,32.698840000000004,13721.37,11,6860,686,2.75,3,7,0.0,686.0685
674,Young adult,High,F,M,2,94026.8,Y,28,741418804,1302495355702413,19580306,PO BOX 1287,,LANSE,MI,49946,0,-88.45106700000001,46.753731,25002.5,10,12501,1250,2.5,1,5,0.0,1250.125
675,Adult,High,F,S,2,57420.0,Y,42,117362656,8295729033034869,19950328,5042 COLONY,,KENT,WA,98042,0,,,25182.52,252,12591,1259,63.0,3,7,0.0,1259.126
676,Adult,Medium,M,M,0,80000.0,N,56,298417169,1121841297020251,19510714,101 ALLENS DR,,BASTROP,TX,78602,0,-97.321606,30.112671000000002,3930.39,26,982,98,3.9,4,11,0.0,98.25975
677,Adult,High,M,M,2,47639.1,N,61,157796535,1283509025215743,19190112,7001 STOCKTON AVE STE 1,,NEW YORK,NY,10029,0,-73.951312,40.788769,17481.75,39,8740,874,9.75,4,6,0.0,874.0875
678,Adult,High,F,M,2,63234.5,Y,52,106159395,3607080958815783,19770110,15337 LESLIE DR NW,,WAHPETON,ND,58075,0,,,0.0,0,0,0,0.0,0,0,0.0,0.0
679,Senior,High,F,S,2,46945.0,N,65,101464961,3000797757475356,19231204,49 PRESCOTT ST,,SEATTLE,WA,98122,0,-122.30989,47.616455,18961.9,26,9480,948,6.5,2,6,0.0,948.095
680,Adult,High,M,M,0,3911.9,N,59,177849548,1657084668724532,19301127,1349 E BRICK AVE,,DORADO,PR,646,0,,,5720.57,25,1430,143,3.75,2,19,0.0,286.0285
681,Adult,Medium,F,M,0,71816.1,Y,60,214483302,5912983320448343,19470427,9214 PITTSFIELD RD,,HOUSTON,TX,77067,2534,,,26572.66,25,13286,1328,6.25,3,7,1328.633,0.0
682,Adult,High,F,M,2,18296.4,Y,43,108007565,1503488551241485,19770925,4639 MAIN ST,,NAUGATUCK,CT,6770,0,-73.06259200000001,41.48141,80.01,10,20,2,1.5,2,16,0.0,4.0005
683,Young adult,Low,F,S,0,39461.0,N,22,120024454,9151844523793814,19851111,363AU S MAIN ST STE 345,,SEATTLE,WA,98136,0,-122.38703999999998,47.539842,22872.29,103,11436,1143,25.75,2,6,1143.6145,0.0
684,Adult,High,F,M,1,71502.5,N,57,415240533,7767090980229202,19870712,6334 W CEDARVILLE RD,,POWERSVILLE,MO,64672,0,,,0.0,0,0,0,0.0,0,0,0.0,0.0
685,Adult,Low,F,S,1,66000.0,N,52,192930503,3703139237591069,19331219,1351 S JUDKINS ST,,MILLSBORO,DE,19966,0,,,22822.28,63,11411,1141,15.75,3,6,1141.114,0.0
686,Adult,High,F,M,1,95011.5,N,52,139024203,4473207667312346,19030512,2493 1ST ST S,,VERNAL,UT,84078,0,,,0.0,0,0,0,0.0,0,0,0.0,0.0
687,Adult,Medium,M,M,1,47371.0,Y,55,848980538,6429190967215167,19600117,239 8TH AVE NW,,GUAYNABO,PR,966,0,,,4980.5,258,1245,124,38.7,5,13,0.0,124.5125
688,Adult,High,F,M,2,52957.0,Y,40,191214927,1961277558319663,19471121,3095 AUTUMN LAKE DR,,NORMAN,OK,73069,0,-97.45923499999999,35.227019,25792.58,125,12896,1289,31.25,3,9,0.0,1289.629
689,Senior,High,F,S,2,86747.1,N,65,925072949,5365043159741405,19400804,1808 CAMELOT DR SW,,SANFORD,NC,27330,0,-79.17618,35.486844,20152.02,37,10076,1007,9.25,4,9,0.0,1007.601
690,Adult,Medium,F,M,0,57942.4,N,50,552373164,9036947268713107,19850506,RR 5 BOX 211A,,MOUNT PLEASANT,SC,29464,0,,,19351.94,105,9675,967,26.25,3,6,967.597,0.0
691,Adult,Low,F,M,1,87404.6,N,63,207965316,8356080271559967,19730617,425 CLARK RD APT 101U,,KANSAS CITY,MO,64119,0,,,21632.16,139,10816,1081,34.75,5,5,1081.608,0.0
692,Adult,Medium,M,S,2,20919.0,N,55,153761862,6030123355856573,19100601,6 LANE ST,,PERU,IN,46970,0,-86.046819,40.762046000000005,6260.63,153,1565,156,22.95,3,13,0.0,156.51575
693,Young adult,High,F,M,2,85394.0,Y,20,156345508,5025151430356604,19700117,1 MOUNTAINSIDE WAY,,ELKLAND,MO,65644,0,,,19281.93,14,9640,964,3.5,1,6,0.0,964.0965
694,Adult,High,F,S,0,2121.36,N,40,121305506,6922312604117255,19070613,4477 HOLLYWOOD BLVD STE 200I,,BARTO,PA,19504,0,,,2020.2,36,505,50,5.4,4,19,0.0,101.01
695,Adult,High,F,M,2,63566.1,Y,56,260818511,8648740058651782,19110130,9242 PORTSMOUTH DR,,MCGAHEYSVILLE,VA,22840,0,,,7940.79,65,1985,198,9.75,1,19,0.0,397.0395
696,Adult,High,F,M,0,52089.6,N,48,113851919,3652589143857285,19190522,2829 STATE HIGHWAY 11B PMB 5533,,NAPLES,FL,34110,0,,,10811.08,13,5405,540,3.25,2,8,0.0,540.554
697,Senior,Medium,F,S,1,58328.8,N,65,192901007,7003733360389263,19320721,17647 S AUSTIN RD,,CLEMENTON,NJ,8021,0,-74.98958499999999,39.806358,7370.74,123,1842,184,18.45,2,14,0.0,184.2685
698,Child,Medium,F,S,0,89813.6,N,13,186990695,8839814725743420,19390118,PO BOX 596,,PORT RICHEY,FL,34668,0,-82.6945,28.328996000000004,14941.49,149,7470,747,37.25,1,9,0.0,747.0745
699,Adult,Low,F,M,2,82644.2,Y,33,195029400,6909546815460709,19100926,E1 CALLE CHILE,,CEDAR RAPIDS,IA,52402,0,,,21972.2,19,10986,1098,4.75,1,9,1098.61,0.0
700,Child,Medium,F,S,1,27783.6,N,14,168055282,2227004074455717,19330830,337 CARR RIO HONDO DE TORRECILLAS,,BROOKVILLE,PA,15825,0,,,4970.5,18,1242,124,2.7,4,14,0.0,124.2625
701,Adult,High,F,S,1,86252.8,Y,59,113671492,2370237893529300,19011124,2662 MURRELL LN APT 30,,HOUSTON,TX,77046,504,,,1460.15,43,365,36,6.45,3,20,0.0,73.0075
702,Adult,High,F,M,1,38738.3,N,60,130978969,8357726107806523,19530403,CC27 VILLA BARCELONA,,LYNDHURST,NJ,7071,0,,,11551.16,48,5775,577,12.0,2,8,0.0,577.558
703,Adult,High,F,M,2,60485.5,N,42,152344539,8674662627579033,19420930,555 W 23RD ST PH D,,NEW YORK,NY,10018,5747,,,11701.17,28,5850,585,7.0,5,6,0.0,585.0585
704,Adult,Low,F,M,1,56722.8,N,61,416553088,8315802885205462,19410803,11246 FALLBROOK DR RM 39A,,HUALAPAI,AZ,86412,0,,,17371.74,51,8685,868,12.75,2,6,868.587,0.0
705,Adult,High,F,M,0,55000.0,N,48,205120849,3187158721013832,19530607,8610 107TH AVE SE,,LYONS,KS,67554,0,-98.200038,38.346286,370.04,28,92,9,4.2,1,17,0.0,18.502
706,Adult,High,F,M,2,809.43,Y,32,549588305,3036187167986962,19791226,190 PRIVATE ROAD 1328,,PLAINFIELD,NJ,7060,2067,-74.417,40.625305,0.0,0,0,0,0.0,0,0,0.0,0.0
707,Adult,High,M,S,1,76529.8,N,58,714970257,9064794650237344,19350214,1342 W TUCKER BLVD,,READING,VT,5062,0,,,18461.85,20,9230,923,5.0,5,8,0.0,923.0925
708,Adult,High,F,M,2,34577.7,N,63,148169020,2736084215639959,19720619,3333 SUNY,,SEATTLE,WA,98105,0,-122.315021,47.663971999999994,29182.92,116,14591,1459,29.0,4,9,0.0,1459.146
709,Adult,High,M,M,0,23000.0,Y,61,161118226,3758045299760268,19570106,3616 E RENEE DR,,TAMPA,FL,33619,0,,,28922.89,45,14461,1446,11.25,2,9,0.0,1446.1445
710,Adult,Low,F,M,0,77000.0,N,55,172961987,3847250654781761,19480223,82 WAYNE ST # 2681 # 3695,,CABO ROJO,PR,623,0,,,27562.76,45,13781,1378,11.25,2,8,1378.138,0.0
711,Adult,Low,F,S,2,19008.4,Y,52,111270204,9014422064334162,19920622,4890 PARADISE WAY S,,LOS ANGELES,CA,90039,0,,,10541.05,137,5270,527,34.25,2,10,527.0525,0.0
712,Adult,Low,F,M,0,98056.3,N,56,160853164,2177404595084192,19930609,2322 E FIR ST,,WEST PALM BCH,FL,33401,0,,,23702.37,126,11851,1185,31.5,5,6,1185.1185,0.0
713,Adult,High,M,M,0,73400.0,Y,53,662211874,3432545456883041,19251119,2050 E EDGEWOOD DR APT G48,,HOUSTON,TX,77076,0,,,0.0,0,0,0,0.0,0,0,0.0,0.0
714,Adult,High,F,M,0,53432.2,Y,57,165462942,4503617194047208,19670611,111 NE 195TH TER,,ANASCO,PR,610,0,,,12561.26,83,6280,628,20.75,4,9,0.0,628.063
715,Adult,High,M,M,0,78894.2,N,53,202377217,9177380953090685,19801220,UNIT 23819,,ANDOVER,MA,1810,0,,,2000.2,43,500,50,6.45,5,18,0.0,100.01
716,Young adult,High,M,S,1,16432.1,Y,21,444033257,2508034251685978,19011107,3167AV KENNEDY BLVD STE 1,,SAVANNAH,GA,31410,0,,,20412.04,80,10206,1020,20.0,3,10,0.0,1020.602
717,Adult,Medium,M,M,0,62797.9,N,54,155570497,4207460971268730,19121020,3303 W GREENRIDGE DR APT 30,,MIDDLEBURGH,NY,12122,0,,,8320.83,55,2080,208,8.25,4,12,0.0,208.02075
718,Adult,Low,M,S,1,71329.9,Y,42,725269065,5337403800016027,19720212,2511 WALKUP RD,,WEST MILFORD,NJ,7480,0,,,14271.43,45,7135,713,11.25,2,5,713.5715,0.0
719,Adult,High,F,S,0,91498.9,N,52,208698879,2738019949761654,19801102,PO BOX 669,,BYRDSTOWN,TN,38549,0,,,21522.15,25,10761,1076,6.25,5,9,0.0,1076.1075
720,Adult,High,M,S,0,3601.71,N,49,333294278,8475085316753618,19420701,601 AVENUE D,,SEATTLE,WA,98122,0,-122.30989,47.616455,9570.96,111,2392,239,16.65,3,16,0.0,478.548
721,Adult,High,F,S,1,33084.3,Y,50,127764222,3335840735018183,19880724,225 E FREJAL AVE,,MASON,OH,45040,0,,,19771.98,105,9885,988,26.25,3,8,0.0,988.599
722,Adult,Low,F,S,0,20913.6,N,53,416664195,8245045626494511,19850525,33 BARNES LN,,FREMONT,CA,94539,0,,,22992.3,65,11496,1149,16.25,5,8,1149.615,0.0
723,Adult,Medium,M,M,0,62724.5,Y,55,187091290,8596110295819407,19521201,2 TOLLI TER,,COOS BAY,OR,97420,0,,,21992.2,52,10996,1099,13.0,5,5,0.0,1099.61
724,Adult,Low,F,S,1,49553.9,Y,48,693613661,3521201102671496,19470917,2264 COUNTESS DR,,SPRINGFIELD,MA,1109,0,-72.559907,42.121829999999996,29942.99,48,14971,1497,12.0,5,8,1497.1495,0.0
725,Adult,Low,F,S,1,540.4,Y,39,162971926,2192782596772069,19921106,1 E MAIN ST RM 104,,HYDE PARK,MA,2136,0,-71.116562,42.258576,12341.23,7,6170,617,1.75,1,5,617.0615,0.0
726,Young adult,High,F,M,0,57255.4,N,27,213173141,7753702862202862,19950205,1243 E WASHINGTON AVE,,HUALAPAI,AZ,86412,0,,,27052.71,78,13526,1352,19.5,1,7,0.0,1352.6355
727,Adult,Medium,F,S,1,71941.5,Y,45,183213285,5644919519237530,19090206,69 S CHRISTINA AVE,,GRAND RAPIDS,MI,49506,0,,,7990.8,87,1997,199,13.05,4,13,0.0,199.77
728,Young adult,High,F,S,2,72583.0,Y,22,141124569,8778616007825138,19140705,177 W 48TH ST APT 5,,GUYMON,OK,73942,0,,,5970.6,27,1492,149,4.05,5,19,0.0,298.53
729,Child,Low,M,M,2,67339.8,N,17,171238464,2501582704405117,19760223,10430 BIG RIVER CEMETERY RD,,APO,AE,9036,287,,,27832.78,48,13916,1391,12.0,2,7,1391.639,0.0
730,Adult,High,F,M,1,88759.5,N,60,163494321,9728131769022555,19611101,5100 RIDGEVIEW DR,,BAYAMON,PR,959,0,,,29302.93,114,14651,1465,28.5,3,9,0.0,1465.1465
731,Adult,High,M,M,1,75799.9,N,46,944314870,1566110394518238,19900302,7876 WH BURGES DR,,LA HABRA HGTS,CA,90631,0,,,22242.22,64,11121,1112,16.0,2,5,0.0,1112.111
